time,id,x,y,vx,vy
0,0,2.7395604855596334,-0.6112156024794766,3.585979199113824,1.9736802905936388
0,1,4.756223516367559,2.6113970199035297,2.8606430527695377,-3.7188636732445413
0,2,-1.2920197576741876,4.267649888486018,1.4386512008066452,3.227616132708299
0,3,-2.727612782152231,0.5458478701583482,-4.3618274389582465,3.27631171992582
0,4,2.5808774008537387,-1.4547403187013161,4.706980243949033,3.9312112132219763
1,0,2.775455752417505,-0.591411695961364,3.5895266857871264,1.9803906518113028
1,1,4.78483156196986,2.5742092720889325,2.8608045602300245,-3.7187747814596626
1,2,-1.2776350451413827,4.2999281587901415,1.4384712532804929,3.227827030412294
1,3,-2.771229407015284,0.5786127943239814,-4.361662486305302,3.276492416563323
1,4,2.627908839200858,-1.4154957506598378,4.703143834711872,3.9244568041478396
2,0,2.811386161263517,-0.5715412841807979,3.593040884601208,1.987041178056568
2,1,4.813441222646766,2.537022413192185,2.8609660676905113,-3.718685889674784
2,2,-1.2632521320838395,4.3322085380713045,1.4382913057543405,3.228037928116289
2,3,-2.8148443823518075,0.6113795254559893,-4.361497533652357,3.276673113200826
2,4,2.674902244984141,-1.3763181308194783,4.699340578328365,3.9177619840359217
3,0,2.847351381944044,-0.5516049605702511,3.5965220680527596,1.9936323610547018
3,1,4.842052498398276,2.499836443213286,2.861127575150998,-3.718596997889905
3,2,-1.248871018501558,4.364491026329507,1.4381113582281881,3.2282488258202844
3,3,-2.8584577081618017,0.6441480635543728,-4.361332580999412,3.2768538098383293
3,4,2.721857947018636,-1.3372068681871827,4.695570203449466,3.911126263229564
4,0,2.883351087007524,-0.5316033136862268,3.599970506347966,2.0001646884024002
4,1,4.870665389224392,2.4626513621522355,2.861289082611485,-3.7185081061050265
4,2,-1.2344917043945376,4.39677562356475,1.4379314107020358,3.2284597235242796
4,3,-2.9020693844452663,0.6769184086191311,-4.361167628346467,3.2770345064758324
4,4,2.768776271428706,-1.2981613766253486,4.691832441007061,3.9045491561834167
5,0,2.9193849516817405,-0.5115369272502042,3.603386467421613,2.0066386436022396
5,1,4.899279895125112,2.425467170009034,2.8614505900719718,-3.7184192143201478
5,2,-1.2201141897627785,4.429062329777032,1.4377514631758834,3.2286706212282748
5,3,-2.9456794112022013,0.7096905606502641,-4.3610026756935225,3.2772152031133355
5,4,2.815657541670655,-1.2591810748110572,4.688127024194939,3.898030181429133
6,0,2.9554526538513013,-0.4914063801892361,3.606770216956035,2.0130547060968382
6,1,4.927896016100437,2.3882838667836808,2.8616120975324586,-3.718330322535269
6,2,-1.2057384746062811,4.461351144966354,1.437571515649731,3.22888151893227
6,3,-2.9892877884326072,0.7424645196477728,-4.360837723040578,3.2773958997508386
6,4,2.8625020785551545,-1.2202653861956438,4.6844536884499295,3.8915688615413493
7,0,2.9915538740353007,-0.47121224667620876,3.6101220183999034,2.0194133513027355
7,1,4.956513752150366,2.3511014524761773,2.8617736049929454,-3.7182414307503904
7,2,-1.1913645589250454,4.493642069132717,1.4373915681235787,3.229092416636265
7,3,-3.0328945161364835,0.7752402856116563,-4.360672770387633,3.2775765963883416
7,4,2.909310200269486,-1.1814137389646042,4.680812171433187,3.8851647231039492
8,0,3.02768829536517,-0.4509550961697686,3.61344213298686,2.0257150506439845
8,1,4.985133103274901,2.3139199270865216,2.8619351124534322,-3.7181525389655117
8,2,-1.1769924427190714,4.525935102276119,1.4372116205974264,3.2293033143402603
8,3,-3.0764995943138302,0.8080178585419144,-4.360507817734688,3.2777572930258447
8,4,2.956082222399602,-1.1426255659978382,4.677202213011641,3.8788172966766097
9,0,3.0638556035627094,-0.43063549345391383,3.6167308197539905,2.0319602715854677
9,1,5.0137540694740395,2.2767392906147155,2.862096619913919,-3.718063647180633
9,2,-1.1626221259883587,4.558230244396562,1.437031673071274,3.2295142120442555
9,3,-3.120103022964648,0.8407972384385483,-4.360342865081743,3.277937989663348
9,4,3.0028184579519976,-1.1039003048302218,4.673623555239592,3.8725261167616276
10,0,3.1000554869183112,-0.41025399867725465,3.6199883355601488,2.0381494776659297
10,1,5.042376650747784,2.239559543060758,2.862258127374406,-3.7179747553957543
10,2,-1.1482536087329072,4.590527495494044,1.4368517255451216,3.2297251097482507
10,3,-3.163704802088936,0.8735784253015568,-4.3601779124287985,3.278118686300851
10,4,3.0495192173754013,-1.0652373976125116,4.670075942340476,3.8662907217710227
11,0,3.136287636269353,-0.3898111673919473,3.6232149351041234,2.0442831285307372
11,1,5.071000847096133,2.202380684424649,2.8624196348348927,-3.7178858636108756
11,2,-1.1338868909527173,4.622826855568565,1.4366717780189693,3.229936007452246
11,3,-3.207304931686694,0.9063614191309401,-4.360012959775854,3.278299382938354
11,4,3.0961848085822883,-1.0266362910725721,4.666559120688761,3.8601106539939165
12,0,3.1725517449787795,-0.36930755059230336,3.6264108709426552,2.0503616799643645
12,1,5.099626658519087,2.165202714706389,2.8625811422953795,-3.717796971825997
12,2,-1.1195219726477892,4.655128324620128,1.436491830492817,3.230146905156241
12,3,-3.2509034117579234,0.9391462199266982,-4.359848007122909,3.278480079575857
12,4,3.1428155369702075,-0.9880964364769307,4.663072838792014,3.8539854595641825
13,0,3.2088475089138626,-0.3487436947530771,3.6295763935083025,2.0563855839226055
